Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Location
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,HBIPS-2,Hours of physical-restraint use,0,3910,POINT (-83.060409 42.35519)
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,(608) 256-1901,HBIPS-3,Hours of seclusion,0,3658,POINT (-89.433629 43.074477)
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,HBIPS-3,Hours of seclusion,0,5594,POINT (-87.84081 41.86061)
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,70,93,POINT (-76.13815100000001 43.038832)
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,TOB_2,Tobacco Use Treatment Provided or Offered,0,0,
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,HBIPS-3,Hours of seclusion,0,8119,POINT (-81.613526 41.51251)
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,SUB_2,Alcohol use brief intervention provided or offered,96,119,POINT (-103.478243 44.412816)
50030F,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,(206) 764-2299,SUB_2,Alcohol use brief intervention provided or offered,92,97,POINT (-122.31103200000001 47.561986)
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-90.417899 36.771441)
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,HBIPS-2,Hours of physical-restraint use,0,6181,POINT (-83.012669 39.390327)
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-90.025951 35.142527)
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-82.485056 35.587106)
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,(304) 255-2121,TOB_2,Tobacco Use Treatment Provided or Offered,98,121,POINT (-81.192024 37.766084)
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,(608) 372-3971,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-90.49392 44.001108)
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,(541) 440-1000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,76,107,POINT (-123.36593599999999 43.228267)
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-103.474309 43.436405)
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,79,229,POINT (-97.349105 31.077985000000005)
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,81,88,POINT (-93.722414 32.499989)
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,69,75,POINT (-92.327558 38.9376)
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM CITY,(540) 982-2463,HBIPS-2,Hours of physical-restraint use,0,9548,POINT (-80.02160400000001 37.276804)
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,HBIPS-2,Hours of physical-restraint use,0,20781,
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,TOB_2,Tobacco Use Treatment Provided or Offered,97,129,POINT (-95.974488 41.245158)
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,SUB_2,Alcohol use brief intervention provided or offered,83,83,POINT (-78.937226 36.009188)
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,63,110,POINT (-119.798481 39.516208)
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,0,0,POINT (-81.276612 28.366629)
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,(928) 445-4860,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-112.452652 34.554604)
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,(928) 445-4860,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,65,46,POINT (-112.452652 34.554604)
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,86,190,POINT (-82.426154 28.064695)
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,HBIPS-2,Hours of physical-restraint use,0,0,
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,SUB_2,Alcohol use brief intervention provided or offered,88,113,POINT (-92.320904 34.744875)
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,TOB_2,Tobacco Use Treatment Provided or Offered,82,193,POINT (-80.107329 26.784077)
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,(804) 675-5000,HBIPS-3,Hours of seclusion,0,6628,POINT (-77.470208 37.498719)
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,SUB_2,Alcohol use brief intervention provided or offered,92,84,POINT (-84.50609200000001 38.029351)
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,108,POINT (-121.29610600000001 38.572349)
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,SUB_2,Alcohol use brief intervention provided or offered,78,116,POINT (-97.495568 35.482408)
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-82.943102 32.539309)
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,TOB_2,Tobacco Use Treatment Provided or Offered,0,0,POINT (-86.383787 35.910519)
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-93.722414 32.499989)
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,(205) 554-2000,TOB_2,Tobacco Use Treatment Provided or Offered,92,375,POINT (-87.48930600000001 33.192627)
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,HBIPS-2,Hours of physical-restraint use,0,6932,POINT (-106.577661 35.054456)
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,TOB_2,Tobacco Use Treatment Provided or Offered,93,243,POINT (-82.426154 28.064695)
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,SUB_2,Alcohol use brief intervention provided or offered,76,95,
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,(802) 295-9363,HBIPS-3,Hours of seclusion,0,2924,POINT (-72.34186 43.645876)
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,HBIPS-3,Hours of seclusion,0,0,POINT (-80.064715 42.102954)
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,(541) 440-1000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-123.36593599999999 43.228267)
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,77,173,POINT (-83.012669 39.390327)
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-82.025292 33.468204)
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,SUB_2,Alcohol use brief intervention provided or offered,96,77,POINT (-95.974488 41.245158)
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,64,209,POINT (-86.804989 36.14091)
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,TOB_2,Tobacco Use Treatment Provided or Offered,74,128,POINT (-116.194686 43.619026)
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,HBIPS-2,Hours of physical-restraint use,0,9338,POINT (-90.229852 38.641448)
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,(802) 295-9363,HBIPS-2,Hours of physical-restraint use,0,2924,POINT (-72.34186 43.645876)
03012F,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,PHOENIX,AZ,85012,MARICOPA,(602) 222-6444,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,180,POINT (-112.066121 33.494745)
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-92.320904 34.744875)
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,(304) 255-2121,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,70,33,POINT (-81.192024 37.766084)
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,97,304,POINT (-92.434224 31.354985)
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,TOB_2,Tobacco Use Treatment Provided or Offered,73,222,POINT (-76.33085500000001 37.018442)
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,HBIPS-3,Hours of seclusion,0,4681,POINT (-122.683586 45.496307)
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,SUB_2,Alcohol use brief intervention provided or offered,60,94,POINT (-95.388512 29.706565)
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,SUB_2,Alcohol use brief intervention provided or offered,100,89,POINT (-122.683586 45.496307)
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,SUB_2,Alcohol use brief intervention provided or offered,0,0,POINT (-90.084493 29.963517999999997)
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,TOB_2,Tobacco Use Treatment Provided or Offered,98,197,POINT (-118.118925 33.776172)
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,46,50,POINT (-75.60515 39.738806)
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,TOB_2,Tobacco Use Treatment Provided or Offered,95,196,POINT (-84.50609200000001 38.029351)
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,HBIPS-2,Hours of physical-restraint use,0,5594,POINT (-87.84081 41.86061)
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,TOB_2,Tobacco Use Treatment Provided or Offered,67,266,POINT (-81.613526 41.51251)
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,HBIPS-3,Hours of seclusion,0,0,POINT (-94.899907 39.278152)
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,(520) 629-1821,SUB_2,Alcohol use brief intervention provided or offered,86,90,POINT (-110.968281 32.181434)
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,TOB_2,Tobacco Use Treatment Provided or Offered,97,185,POINT (-92.327558 38.9376)
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,(401) 457-3042,TOB_2,Tobacco Use Treatment Provided or Offered,25,118,POINT (-71.434938 41.833915)
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,TOB_2,Tobacco Use Treatment Provided or Offered,80,205,POINT (-122.141893 37.402928)
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,HBIPS-3,Hours of seclusion,0,3958,POINT (-94.52786 39.067263)
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,(205) 554-2000,HBIPS-2,Hours of physical-restraint use,0.17,14237,POINT (-87.48930600000001 33.192627)
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,HBIPS-3,Hours of seclusion,0,6932,POINT (-106.577661 35.054456)
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,90,168,POINT (-88.946928 30.410716000000004)
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,HBIPS-2,Hours of physical-restraint use,0,8767,POINT (-118.118925 33.776172)
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-97.495568 35.482408)
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,HBIPS-3,Hours of seclusion,0,5467,POINT (-76.623709 39.289736)
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,TOB_2,Tobacco Use Treatment Provided or Offered,94,155,POINT (-76.408065 40.314267)
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,(304) 263-0811,HBIPS-3,Hours of seclusion,0,4958,POINT (-77.914109 39.415543)
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,HBIPS-2,Hours of physical-restraint use,0,12191,POINT (-82.426154 28.064695)
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,TOB_2,Tobacco Use Treatment Provided or Offered,81,213,POINT (-95.388512 29.706565)
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-74.02437 40.609461)
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,HBIPS-3,Hours of seclusion,0,2185,POINT (-119.780173 36.772278)
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,64,100,POINT (-78.81373 42.95121400000001)
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,(617) 232-9500,TOB_2,Tobacco Use Treatment Provided or Offered,91,303,POINT (-71.111145 42.327022)
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,81,31,POINT (-85.637229 40.523747)
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,(608) 256-1901,HBIPS-2,Hours of physical-restraint use,0,3658,POINT (-89.433629 43.074477)
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,HBIPS-3,Hours of seclusion,0,0,POINT (-82.943102 32.539309)
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,100,19,POINT (-96.79297100000001 32.694165)
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-83.712175 42.287103)
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,HBIPS-2,Hours of physical-restraint use,0,8119,POINT (-81.613526 41.51251)
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,86,14,POINT (-118.4529 34.053085)
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,SUB_2,Alcohol use brief intervention provided or offered,93,174,POINT (-80.107329 26.784077)
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,HBIPS-2,Hours of physical-restraint use,0,8893,POINT (-90.025951 35.142527)
50030F,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,(206) 764-2299,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-122.31103200000001 47.561986)
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,19,POINT (-80.064715 42.102954)
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,HBIPS-3,Hours of seclusion,0,1687,POINT (-116.194686 43.619026)
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,62,204,POINT (-90.229852 38.641448)
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,59,206,POINT (-84.310504 33.802903)
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,(203) 932-5711,TOB_2,Tobacco Use Treatment Provided or Offered,98,128,POINT (-72.957522 41.284944)
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,SUB_2,Alcohol use brief intervention provided or offered,83,140,POINT (-82.373087 36.311185)
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,SUB_2,Alcohol use brief intervention provided or offered,36,66,POINT (-87.862407 42.308183)
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,83,181,POINT (-85.694074 38.270722)
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,(304) 429-0241,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,76,21,POINT (-82.51750400000002 38.384145)
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,TOB_2,Tobacco Use Treatment Provided or Offered,83,150,POINT (-112.10197000000001 46.61772)
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,SUB_2,Alcohol use brief intervention provided or offered,89,113,POINT (-117.252416 34.050282)
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,(802) 295-9363,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,72,113,POINT (-72.34186 43.645876)
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,TOB_2,Tobacco Use Treatment Provided or Offered,87,181,
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-86.186913 39.779717)
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-83.060409 42.35519)
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,HBIPS-3,Hours of seclusion,0,2289,POINT (-73.776343 42.651508)
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,68,122,
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,SUB_2,Alcohol use brief intervention provided or offered,88,64,POINT (-95.413756 35.765237)
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,(334) 260-4100,HBIPS-3,Hours of seclusion,0,5548,POINT (-86.246406 32.37896)
